channelNumb	JulianDay	PossibleDecayLength(MicroSeconds)	StartDecay	EndDecay	FirstSignalTimeOverThreshold(nanoseconds)	SecondSignalTimeoverThreshold(nanoseconds)	PossibleDecayNumber
6234.1	2458117	1.47124	0.1526082797362558	0.1526082797532841	26.25	20.00	1
6234.2	2458117	1.47250	0.1526082797363860	0.1526082797534288	13.75	10.00	1
6234.1	2458117	0.84125	0.1526863501817997	0.1526863501915364	12.50	17.50	1
6234.2	2458117	0.84250	0.1526863501818142	0.1526863501915654	17.50	21.25	1
6234.1	2458117	3.65375	0.1528094034370659	0.1528094034793547	20.00	11.25	1
6234.2	2458117	3.65375	0.1528094034371093	0.1528094034793981	20.00	10.00	1
6234.1	2458117	3.93125	0.1532377535544849	0.1532377535999855	12.50	18.75	1
6234.2	2458117	3.93125	0.1532377535545283	0.1532377536000289	26.25	18.75	1
6234.1	2458117	3.91125	0.1532377535547164	0.1532377535999855	8.75	18.75	1
6234.1	2458117	0.77250	0.1545068248907407	0.1545068248996817	18.75	18.75	1
6234.2	2458117	0.77250	0.1545068248908709	0.1545068248998119	21.25	11.25	1
6234.1	2458117	0.74875	0.1545068248910156	0.1545068248996817	7.50	18.75	1
6234.1	2458117	3.30126	0.1556237873110098	0.1556237873492188	17.50	22.50	1
6234.2	2458117	3.29999	0.1556237873111112	0.1556237873493055	11.25	16.25	1
6234.1	2458117	8.83251	0.1595677933752748	0.1595677934775029	11.25	15.00	1
6234.2	2458117	8.83125	0.1595677933753038	0.1595677934775173	12.50	21.25	1
6234.1	2458117	0.99000	0.1597428783238426	0.1597428783353009	17.50	17.50	1
6234.2	2458117	0.99249	0.1597428783239728	0.1597428783354600	18.75	7.50	1
6234.1	2458117	0.96625	0.1597428783241174	0.1597428783353009	10.00	17.50	1
6234.1	2458117	0.70750	0.1600620130600694	0.1600620130682581	20.00	17.50	1
6234.2	2458117	0.70625	0.1600620130602286	0.1600620130684028	7.50	18.75	1
6234.1	2458117	2.93499	0.1605992136598959	0.1605992136938657	22.50	10.00	1
6234.2	2458117	2.93500	0.1605992136599103	0.1605992136938802	27.50	12.50	1
6234.1	2458117	2.40375	0.1613622988489004	0.1613622988767216	17.50	20.00	1
6234.2	2458117	2.40500	0.1613622988490596	0.1613622988768952	15.00	7.50	1
6234.1	2458117	2.38000	0.1613622988491753	0.1613622988767216	12.50	20.00	1
6234.1	2458117	0.40001	0.1618276518167100	0.1618276518213397	20.00	20.00	1
6234.2	2458117	0.40000	0.1618276518167534	0.1618276518213830	21.25	22.50	1
6234.1	2458117	0.83251	0.1619000945362123	0.1619000945458478	13.75	13.75	1
6234.2	2458117	0.83500	0.1619000945363136	0.1619000945459779	20.00	18.75	1
6234.1	2458117	0.81251	0.1619000945364438	0.1619000945458478	8.75	13.75	1
6234.1	2458117	4.81001	0.1638147155189814	0.1638147155746528	16.25	20.00	1
6234.2	2458117	4.81374	0.1638147155191117	0.1638147155748263	18.75	6.25	1
6234.1	2458117	4.78750	0.1638147155192419	0.1638147155746528	10.00	20.00	1
6234.1	2458117	5.11625	0.1658550027360532	0.1658550027952691	16.25	18.75	1
6234.2	2458117	5.11625	0.1658550027360677	0.1658550027952835	21.25	25.00	1
6234.1	2458117	0.46126	0.1660463021070601	0.1660463021123987	20.00	13.75	1
6234.2	2458117	0.45625	0.1660463021072627	0.1660463021125434	2.50	13.75	1
6234.1	2458117	1.76625	0.1670788851990740	0.1670788852195167	15.00	15.00	1
6234.2	2458117	1.76625	0.1670788851991030	0.1670788852195457	25.00	17.50	1
6234.1	2458117	1.74874	0.1670788851992766	0.1670788852195167	7.50	15.00	1
6234.1	2458117	6.54624	0.1686342871404369	0.1686342872162036	18.75	20.00	1
6234.2	2458117	6.54750	0.1686342871405960	0.1686342872163773	16.25	7.50	1
6234.1	2458117	6.52000	0.1686342871407407	0.1686342872162036	10.00	20.00	1
6234.1	2458117	0.91000	0.1689756925874710	0.1689756925980034	12.50	12.50	1
6234.2	2458117	0.91125	0.1689756925876012	0.1689756925981481	13.75	12.50	1
6234.1	2458117	0.89250	0.1689756925876736	0.1689756925980034	6.25	12.50	1
6234.1	2458117	0.90250	0.1692028049491030	0.1692028049595486	16.25	17.50	1
6234.2	2458117	0.90125	0.1692028049491464	0.1692028049595775	18.75	20.00	1
6234.1	2458117	2.77000	0.1701963588849247	0.1701963589169849	13.75	20.00	1
6234.2	2458117	2.77000	0.1701963588850405	0.1701963589171007	17.50	12.50	1
6234.1	2458117	2.75124	0.1701963588851418	0.1701963589169849	8.75	20.00	1
6234.1	2458117	0.94751	0.1705746506637297	0.1705746506746962	23.75	18.75	1
6234.2	2458117	0.94875	0.1705746506637731	0.1705746506747540	22.50	20.00	1
6234.1	2458117	5.06500	0.1707687889494357	0.1707687890080584	26.25	13.75	1
6234.2	2458117	5.06376	0.1707687889495225	0.1707687890081308	21.25	21.25	1
6234.1	2458117	0.95750	0.1723928323465422	0.1723928323576244	13.75	18.75	1
6234.2	2458117	0.96000	0.1723928323466435	0.1723928323577546	18.75	10.00	1
6234.1	2458117	0.93750	0.1723928323467737	0.1723928323576244	8.75	18.75	1
6234.1	2458117	1.20250	0.1726738162570602	0.1726738162709780	18.75	12.50	1
6234.2	2458117	1.20250	0.1726738162570746	0.1726738162709924	23.75	17.50	1
6234.1	2458117	3.38749	0.1727122766899595	0.1727122767291666	13.75	11.25	1
6234.2	2458117	3.39000	0.1727122766900318	0.1727122767292679	23.75	7.50	1
6234.1	2458117	3.36874	0.1727122766901765	0.1727122767291666	10.00	11.25	1
6234.1	2458117	3.06375	0.1727180135000578	0.1727180135355179	23.75	17.50	1
6234.2	2458117	3.06374	0.1727180135001302	0.1727180135355902	22.50	16.25	1
6234.1	2458117	6.91501	0.1730465238043257	0.1730465238843605	15.00	18.75	1
6234.2	2458117	6.91375	0.1730465238043692	0.1730465238843894	23.75	18.75	1
6234.1	2458117	4.98626	0.1731456748163773	0.1731456748740886	17.50	12.50	1
6234.2	2458117	4.98750	0.1731456748164207	0.1731456748741464	16.25	25.00	1
6234.1	2458117	2.80000	0.1759000657725839	0.1759000658049913	18.75	18.75	1
6234.2	2458117	2.80000	0.1759000657726418	0.1759000658050492	18.75	17.50	1
6234.1	2458117	1.09375	0.1764255026403501	0.1764255026530092	20.00	23.75	1
6234.2	2458117	1.09749	0.1764255026404369	0.1764255026531394	25.00	13.75	1
6234.1	2458117	1.06875	0.1764255026406394	0.1764255026530092	10.00	23.75	1
6234.1	2458117	5.48376	0.1788356220384114	0.1788356221018808	23.75	7.50	1
6234.2	2458117	5.48375	0.1788356220384404	0.1788356221019097	27.50	7.50	1
6234.1	2458117	5.73375	0.1788503139287760	0.1788503139951389	12.50	22.50	1
6234.2	2458117	5.73376	0.1788503139288194	0.1788503139951823	26.25	21.25	1
6234.1	2458117	5.71626	0.1788503139289785	0.1788503139951389	7.50	22.50	1
6234.1	2458117	7.22376	0.1792085682493923	0.1792085683330006	18.75	15.00	1
6234.2	2458117	7.22999	0.1792085682494503	0.1792085683331307	16.25	7.50	1
6234.1	2458117	7.19875	0.1792085682496817	0.1792085683330006	13.75	15.00	1
6234.2	2458117	7.20875	0.1792085682496961	0.1792085683331307	12.50	7.50	1
6234.1	2458117	3.19875	0.1819979881503616	0.1819979881873842	12.50	23.75	1
6234.2	2458117	3.20250	0.1819979881504774	0.1819979881875434	17.50	11.25	1
6234.1	2458117	3.17875	0.1819979881505931	0.1819979881873842	8.75	23.75	1
6234.1	2458117	5.01000	0.1820086424887297	0.1820086425467158	18.75	18.75	1
6234.2	2458117	5.00875	0.1820086424887876	0.1820086425467592	15.00	17.50	1
6234.1	2458117	1.29125	0.1831763243760995	0.1831763243910445	15.00	10.00	1
6234.2	2458117	1.28875	0.1831763243761429	0.1831763243910590	23.75	13.75	1
6234.1	2458117	1.27500	0.1831763243762876	0.1831763243910445	10.00	10.00	1
6234.1	2458117	2.88500	0.1896281745969328	0.1896281746303240	17.50	23.75	1
6234.2	2458117	2.88500	0.1896281745970196	0.1896281746304108	23.75	20.00	1
6234.1	2458117	0.81625	0.1900235090146846	0.1900235090241319	22.50	21.25	1
6234.2	2458117	0.81750	0.1900235090147135	0.1900235090241753	23.75	20.00	1
6234.1	2458117	1.01624	0.1912371910491464	0.1912371910609085	13.75	12.50	1
6234.2	2458117	1.01750	0.1912371910491753	0.1912371910609519	27.50	15.00	1
6234.1	2458117	0.99875	0.1912371910493489	0.1912371910609085	7.50	12.50	1
6234.1	2458117	4.11876	0.1917741386375144	0.1917741386851852	23.75	22.50	1
6234.2	2458117	4.11999	0.1917741386375434	0.1917741386852285	26.25	20.00	1
6234.1	2458117	0.43250	0.1917913505732783	0.1917913505782841	15.00	18.75	1
6234.2	2458117	0.43124	0.1917913505733652	0.1917913505783564	21.25	15.00	1
6234.1	2458117	0.41124	0.1917913505735243	0.1917913505782841	7.50	18.75	1
6234.1	2458117	7.59125	0.1924635876757523	0.1924635877636140	20.00	18.75	1
6234.2	2458117	7.59249	0.1924635876758391	0.1924635877637152	15.00	12.50	1
6234.1	2458117	5.63625	0.1937115999155092	0.1937115999807436	20.00	22.50	1
6234.2	2458117	5.63749	0.1937115999156394	0.1937115999808882	20.00	12.50	1
6234.1	2458117	5.61000	0.1937115999158131	0.1937115999807436	12.50	22.50	1
6234.1	2458117	0.59500	0.1943057814545717	0.1943057814614583	25.00	20.00	1
6234.2	2458117	0.59500	0.1943057814546730	0.1943057814615596	17.50	13.75	1
6234.1	2458117	0.67376	0.1952183299731770	0.1952183299809751	13.75	21.25	1
6234.2	2458117	0.67500	0.1952183299732928	0.1952183299811053	15.00	21.25	1
6234.1	2458117	0.65876	0.1952183299733506	0.1952183299809751	8.75	21.25	1
6234.1	2458117	2.87000	0.1979765311025173	0.1979765311357349	21.25	11.25	1
6234.2	2458117	2.86999	0.1979765311025897	0.1979765311358072	20.00	10.00	1
6234.1	2458117	3.58500	0.1983709949178096	0.1983709949593026	13.75	18.75	1
6234.2	2458117	3.58625	0.1983709949178964	0.1983709949594039	21.25	11.25	1
6234.1	2458117	3.56500	0.1983709949180410	0.1983709949593026	10.00	18.75	1
6234.1	2458117	0.65875	0.1984789200696036	0.1984789200772280	23.75	21.25	1
6234.2	2458117	0.65625	0.1984789200697193	0.1984789200773148	15.00	16.25	1
6234.1	2458117	2.72000	0.1987749563778211	0.1987749564093026	18.75	11.25	1
6234.2	2458117	2.72000	0.1987749563778501	0.1987749564093316	23.75	12.50	1
6234.1	2458117	1.97999	0.1996912342628472	0.1996912342857638	13.75	23.75	1
6234.2	2458117	1.98126	0.1996912342628906	0.1996912342858218	28.75	22.50	1
6234.1	2458117	3.60749	0.2008083058031684	0.2008083058449218	21.25	25.00	1
6234.2	2458117	3.60750	0.2008083058032262	0.2008083058449797	17.50	21.25	1
6234.1	2458117	2.36625	0.2040609072014467	0.2040609072288339	21.25	17.50	1
6234.2	2458117	2.36499	0.2040609072015191	0.2040609072288917	18.75	16.25	1
6234.1	2458117	0.73500	0.2048204978531394	0.2048204978616464	15.00	16.25	1
6234.2	2458117	0.73500	0.2048204978532407	0.2048204978617476	21.25	12.50	1
6234.1	2458117	0.71251	0.2048204978533998	0.2048204978616464	10.00	16.25	1
6234.1	2458117	0.74500	0.2058817700994936	0.2058817701081163	15.00	13.75	1
6234.2	2458117	0.74250	0.2058817700996238	0.2058817701082176	17.50	20.00	1
6234.1	2458117	0.72250	0.2058817700997540	0.2058817701081163	10.00	13.75	1
6234.1	2458117	2.02875	0.2073265408670428	0.2073265408905237	13.75	10.00	1
6234.2	2458117	2.03000	0.2073265408670717	0.2073265408905671	15.00	8.75	1
6234.1	2458117	2.85751	0.2075229449218026	0.2075229449548756	15.00	11.25	1
6234.2	2458117	2.85624	0.2075229449219618	0.2075229449550202	12.50	11.25	1
6234.1	2458117	2.83626	0.2075229449220485	0.2075229449548756	7.50	11.25	1
6234.1	2458117	0.49125	0.2082771045650318	0.2082771045707176	12.50	13.75	1
6234.2	2458117	0.49125	0.2082771045650607	0.2082771045707465	27.50	13.75	1
6234.1	2458117	0.47125	0.2082771045652633	0.2082771045707176	3.75	13.75	1
6234.1	2458117	2.92375	0.2089613014924768	0.2089613015263165	13.75	21.25	1
6234.2	2458117	2.92375	0.2089613014925347	0.2089613015263744	23.75	20.00	1
6234.1	2458117	1.29750	0.2099942924599247	0.2099942924749421	20.00	17.50	1
6234.2	2458117	1.29875	0.2099942924599826	0.2099942924750144	18.75	16.25	1
6234.1	2458117	0.95125	0.2110626665233073	0.2110626665343171	12.50	12.50	1
6234.2	2458117	0.95250	0.2110626665234375	0.2110626665344618	15.00	13.75	1
6234.1	2458117	0.93000	0.2110626665235532	0.2110626665343171	6.25	12.50	1
6234.1	2458117	3.63125	0.2111123978754774	0.2111123979175058	13.75	22.50	1
6234.2	2458117	3.63124	0.2111123978755498	0.2111123979175781	22.50	20.00	1
6234.1	2458117	3.61001	0.2111123978757233	0.2111123979175058	7.50	22.50	1
6234.1	2458117	0.90998	0.2112540271716147	0.2112540271821469	13.75	20.00	1
6234.2	2458117	0.91125	0.2112540271717303	0.2112540271822772	18.75	11.25	1
6234.1	2458117	0.88874	0.2112540271718605	0.2112540271821469	8.75	20.00	1
6234.1	2458117	2.46375	0.2144778332739294	0.2144778333024450	13.75	22.50	1
6234.2	2458117	2.46500	0.2144778332740017	0.2144778333025318	23.75	18.75	1
6234.1	2458117	2.44250	0.2144778332741753	0.2144778333024450	8.75	22.50	1
6234.1	2458117	3.26375	0.2156781278387297	0.2156781278765046	18.75	16.25	1
6234.2	2458117	3.26500	0.2156781278387876	0.2156781278765769	18.75	7.50	1
6234.1	2458117	9.00625	0.2160447428600838	0.2160447429643228	13.75	17.50	1
6234.2	2458117	9.00501	0.2160447428601272	0.2160447429643518	26.25	18.75	1
6234.1	2458117	8.98500	0.2160447428603298	0.2160447429643228	7.50	17.50	1
6234.1	2458117	0.89750	0.2162266364899884	0.2162266365003761	6.25	12.50	1
6234.2	2458117	0.89751	0.2162266364900028	0.2162266365003906	11.25	16.25	1
6234.1	2458117	0.31499	0.2166174004306279	0.2166174004342736	22.50	12.50	1
6234.2	2458117	0.31500	0.2166174004306423	0.2166174004342881	26.25	13.75	1
6234.1	2458117	5.07999	0.2170857578089410	0.2170857578677372	15.00	18.75	1
6234.2	2458117	5.08125	0.2170857578090133	0.2170857578678240	23.75	15.00	1
6234.1	2458117	5.05875	0.2170857578091869	0.2170857578677372	8.75	18.75	1
6234.1	2458117	3.55125	0.2201815116741464	0.2201815117152488	15.00	18.75	1
6234.2	2458117	3.55000	0.2201815116742043	0.2201815117152922	25.00	16.25	1
6234.1	2458117	3.52875	0.2201815116744068	0.2201815117152488	8.75	18.75	1
6234.1	2458117	1.04126	0.2202647956595919	0.2202647956716435	12.50	12.50	1
6234.2	2458117	1.04125	0.2202647956597511	0.2202647956718026	11.25	12.50	1
6234.1	2458117	0.71000	0.2215343670253906	0.2215343670336082	18.75	20.00	1
6234.2	2458117	0.70875	0.2215343670254919	0.2215343670336950	12.50	12.50	1
6234.1	2458117	1.48125	0.2221006874786747	0.2221006874958188	12.50	13.75	1
6234.2	2458117	1.48376	0.2221006874787615	0.2221006874959346	18.75	18.75	1
6234.1	2458117	1.46249	0.2221006874788918	0.2221006874958188	10.00	13.75	1
6234.1	2458117	1.59250	0.2242727112630497	0.2242727112814814	21.25	21.25	1
6234.2	2458117	1.59125	0.2242727112631800	0.2242727112815972	20.00	22.50	1
6234.1	2458117	1.56625	0.2242727112633535	0.2242727112814814	12.50	21.25	1
6234.1	2458117	0.55000	0.2255745111279803	0.2255745111343460	13.75	15.00	1
6234.2	2458117	0.55125	0.2255745111280816	0.2255745111344618	21.25	21.25	1
6234.1	2458117	0.52750	0.2255745111282407	0.2255745111343460	11.25	15.00	1
6234.1	2458117	7.08875	0.2260925641625000	0.2260925642445457	13.75	20.00	1
6234.2	2458117	7.08875	0.2260925641625723	0.2260925642446180	21.25	16.25	1
6234.1	2458117	1.49375	0.2272272477881076	0.2272272478053964	13.75	12.50	1
6234.2	2458117	1.49500	0.2272272477881944	0.2272272478054976	20.00	7.50	1
6234.1	2458117	1.47375	0.2272272477883391	0.2272272478053964	8.75	12.50	1
6234.1	2458117	3.36875	0.2274385025790364	0.2274385026180266	22.50	17.50	1
6234.2	2458117	3.36874	0.2274385025791088	0.2274385026180989	17.50	13.75	1
6234.2	2458117	5.29125	0.2278811790626302	0.2278811791238715	26.25	11.25	1
6234.1	2458117	2.78000	0.2296725185703848	0.2296725186025607	22.50	22.50	1
6234.2	2458117	2.78000	0.2296725185704282	0.2296725186026041	21.25	18.75	1
6234.1	2458117	5.51125	0.2307821040702257	0.2307821041340133	13.75	17.50	1
6234.2	2458117	5.51250	0.2307821040702401	0.2307821041340422	15.00	18.75	1
6234.1	2458117	5.49375	0.2307821040704282	0.2307821041340133	7.50	17.50	1
6234.2	2458117	5.49250	0.2307821040704716	0.2307821041340422	8.75	18.75	1
6234.1	2458117	0.37375	0.2309634165763744	0.2309634165807002	12.50	20.00	1
6234.2	2458117	0.37625	0.2309634165764612	0.2309634165808159	17.50	11.25	1
6234.1	2458117	0.35625	0.2309634165765769	0.2309634165807002	6.25	20.00	1
6234.1	2458117	2.85875	0.2311084701502604	0.2311084701833478	21.25	12.50	1
6234.2	2458117	2.86000	0.2311084701504050	0.2311084701835069	16.25	8.75	1
6234.1	2458117	2.83250	0.2311084701505642	0.2311084701833478	11.25	12.50	1
6234.1	2458117	1.20750	0.2311343853053964	0.2311343853193721	18.75	22.50	1
6234.2	2458117	1.20875	0.2311343853055410	0.2311343853195312	17.50	10.00	1
6234.1	2458117	1.18125	0.2311343853057002	0.2311343853193721	8.75	22.50	1
6234.1	2458117	2.05501	0.2324357547942418	0.2324357548180266	18.75	12.50	1
6234.2	2458117	2.05625	0.2324357547942563	0.2324357548180555	22.50	13.75	1
6234.1	2458117	1.04750	0.2332354254633536	0.2332354254754774	13.75	21.25	1
6234.2	2458117	1.04750	0.2332354254634838	0.2332354254756076	16.25	7.50	1
6234.1	2458117	1.02500	0.2332354254636140	0.2332354254754774	8.75	21.25	1
6234.1	2458117	8.56250	0.2345907901625578	0.2345907902616608	13.75	21.25	1
6234.2	2458117	8.56375	0.2345907901626301	0.2345907902617476	22.51	17.50	1
6234.1	2458117	8.54125	0.2345907901628038	0.2345907902616608	11.25	21.25	1
6234.1	2458117	0.52875	0.2349681049992187	0.2349681050053385	17.50	20.00	1
6234.2	2458117	0.53000	0.2349681049993344	0.2349681050054687	20.00	10.00	1
6234.1	2458117	0.50625	0.2349681049994791	0.2349681050053385	10.00	20.00	1
6234.1	2458117	0.49251	0.2349733515788917	0.2349733515845920	22.50	12.50	1
6234.2	2458117	0.49375	0.2349733515789207	0.2349733515846354	25.00	11.25	1
6234.1	2458117	0.53249	0.2377493386330874	0.2377493386392505	13.75	15.00	1
6234.2	2458117	0.53000	0.2377493386331886	0.2377493386393229	18.75	20.00	1
6234.1	2458117	0.51124	0.2377493386333333	0.2377493386392505	10.00	15.00	1
6234.1	2458117	1.41750	0.2380110512705584	0.2380110512869647	22.50	20.00	1
6234.2	2458117	1.41875	0.2380110512707031	0.2380110512871238	12.50	15.00	1
6234.1	2458117	0.49250	0.2393193067571759	0.2393193067628761	12.50	17.50	1
6234.2	2458117	0.49124	0.2393193067573206	0.2393193067630063	8.75	17.50	1
6234.1	2458117	0.47625	0.2393193067573640	0.2393193067628761	6.25	17.50	1
6234.1	2458117	0.42250	0.2402600139400462	0.2402600139449363	23.75	23.75	1
6234.2	2458117	0.42375	0.2402600139400752	0.2402600139449797	25.00	23.75	1
6234.1	2458117	1.03500	0.2413821823734374	0.2413821823854166	16.25	16.25	1
6234.2	2458117	1.03625	0.2413821823735532	0.2413821823855468	17.50	18.75	1
6234.1	2458117	1.01125	0.2413821823737123	0.2413821823854166	7.50	16.25	1
6234.1	2458117	1.21125	0.2433117635640914	0.2433117635781105	22.50	13.75	1
6234.2	2458117	1.21125	0.2433117635641059	0.2433117635781250	25.00	16.25	1
6234.1	2458117	1.60751	0.2438017190226996	0.2438017190413050	13.75	11.25	1
6234.2	2458117	1.60750	0.2438017190227575	0.2438017190413628	22.50	11.25	1
6234.1	2458117	1.58876	0.2438017190229166	0.2438017190413050	10.00	11.25	1
6234.1	2458117	1.27500	0.2438718827280237	0.2438718827427806	20.00	13.76	1
6234.2	2458117	1.27251	0.2438718827281684	0.2438718827428965	6.25	15.00	1
6234.1	2458117	2.41376	0.2449446218243344	0.2449446218522714	15.00	16.25	1
6234.2	2458117	2.41500	0.2449446218244068	0.2449446218523582	20.00	21.25	1
6234.1	2458117	2.39750	0.2449446218245225	0.2449446218522714	7.50	16.25	1
6234.1	2458117	1.91626	0.2455179338970196	0.2455179339191985	21.25	15.00	1
6234.2	2458117	1.91626	0.2455179338971064	0.2455179339192853	26.25	6.25	1
6234.1	2458117	1.56000	0.2456919235139033	0.2456919235319589	13.75	12.50	1
6234.2	2458117	1.56125	0.2456919235139612	0.2456919235320312	22.50	7.50	1
6234.1	2458117	4.29875	0.2463911997319010	0.2463911997816550	11.25	13.75	1
6234.2	2458117	4.29875	0.2463911997319155	0.2463911997816695	11.25	18.75	1
6234.1	2458117	1.88000	0.2469905566230468	0.2469905566448061	13.75	12.50	1
6234.2	2458117	1.88000	0.2469905566231481	0.2469905566449074	25.00	17.50	1
6234.1	2458117	1.86000	0.2469905566232783	0.2469905566448061	16.25	12.50	1
6234.1	2458117	1.11125	0.2474709539336660	0.2474709539465277	15.00	25.00	1
6234.2	2458117	1.11374	0.2474709539337819	0.2474709539466724	20.00	15.00	1
6234.1	2458117	1.86876	0.2477792380259403	0.2477792380475694	20.00	13.75	1
6234.2	2458117	1.86500	0.2477792380260995	0.2477792380476852	6.25	18.75	1
6234.1	2458117	0.72000	0.2491800907109519	0.2491800907192852	18.75	16.25	1
6234.2	2458117	0.72001	0.2491800907110387	0.2491800907193721	16.25	12.50	1
6234.1	2458117	1.76624	0.2509270259838253	0.2509270260042680	12.50	20.00	1
6234.2	2458117	1.76625	0.2509270259838975	0.2509270260043402	20.00	18.75	1
6234.1	2458117	0.93749	0.2515201448951679	0.2515201449060185	17.50	21.25	1
6234.2	2458117	0.93750	0.2515201448952981	0.2515201449061488	20.00	12.50	1
6234.1	2458117	0.91249	0.2515201448954572	0.2515201449060185	8.75	21.25	1
6234.1	2458117	6.72624	0.2532006273895255	0.2532006274673755	15.00	20.00	1
6234.2	2458117	6.72626	0.2532006273896122	0.2532006274674624	23.75	13.76	1
6234.1	2458117	6.70499	0.2532006273897714	0.2532006274673755	11.25	20.00	1
6234.1	2458117	1.85124	0.2532449764018809	0.2532449764233073	22.50	17.50	1
6234.2	2458117	1.85375	0.2532449764019243	0.2532449764233797	22.50	11.25	1
6234.1	2458117	1.91624	0.2546653410611980	0.2546653410833767	23.75	18.75	1
6234.2	2458117	1.91625	0.2546653410612703	0.2546653410834491	21.25	13.75	1
6234.1	2458117	0.71624	0.2553593624678386	0.2553593624761284	20.00	21.25	1
6234.2	2458117	0.71500	0.2553593624679832	0.2553593624762587	8.75	11.25	1
6234.1	2458117	1.29500	0.2558710111179976	0.2558710111329860	21.25	21.25	1
6234.2	2458117	1.29624	0.2558710111180267	0.2558710111330295	22.50	21.25	1
6234.1	2458117	0.67876	0.2563925620678096	0.2563925620756656	13.75	26.25	1
6234.2	2458117	0.67750	0.2563925620678820	0.2563925620757234	20.00	21.25	1
6234.1	2458117	0.66126	0.2563925620680121	0.2563925620756656	6.25	26.25	1
6234.2	2458117	1.42124	0.2574444197399596	0.2574444197564091	18.74	20.00	1
6234.2	2458117	1.39625	0.2574444197402488	0.2574444197564091	11.25	20.00	1
6234.1	2458117	1.70498	0.2581959665291378	0.2581959665488714	20.00	18.75	1
6234.2	2458117	1.70500	0.2581959665291811	0.2581959665489149	18.75	20.00	1
6234.1	2458117	0.47749	0.2582198972797599	0.2582198972852864	12.50	15.00	1
6234.2	2458117	0.48000	0.2582198972799046	0.2582198972854601	11.25	8.75	1
6234.1	2458117	0.45624	0.2582198972800059	0.2582198972852864	7.50	15.00	1
6234.1	2458117	0.44626	0.2591494799821324	0.2591494799872975	17.51	13.75	1
6234.2	2458117	0.44749	0.2591494799822628	0.2591494799874421	18.75	11.25	1
6234.1	2458117	0.42125	0.2591494799824219	0.2591494799872975	8.75	13.75	1
6234.1	2458117	3.57000	0.2598899055495661	0.2598899055908855	21.25	18.74	1
6234.2	2458117	3.57249	0.2598899055496239	0.2598899055909722	18.75	13.75	1
6234.1	2458117	0.85125	0.2606542795875434	0.2606542795973958	13.75	21.25	1
6234.2	2458117	0.85000	0.2606542795876737	0.2606542795975116	13.75	13.75	1
6234.1	2458117	0.83250	0.2606542795877604	0.2606542795973958	8.75	21.25	1
6234.1	2458117	1.15999	0.2621326056116465	0.2621326056250723	16.24	22.50	1
6234.2	2458117	1.16126	0.2621326056117766	0.2621326056252171	17.50	8.75	1
6234.1	2458117	3.78249	0.2621836208504775	0.2621836208942563	12.50	12.50	1
6234.2	2458117	3.78376	0.2621836208505063	0.2621836208942998	26.25	7.50	1
6234.1	2458117	1.36874	0.2622742610952258	0.2622742611110677	16.25	18.75	1
6234.2	2458117	1.36999	0.2622742610953415	0.2622742611111979	20.00	8.75	1
6234.1	2458117	1.34499	0.2622742610955007	0.2622742611110677	10.00	18.75	1
6234.1	2458117	2.57500	0.2624804564166234	0.2624804564464266	15.00	18.75	1
6234.2	2458117	2.57499	0.2624804564166812	0.2624804564464844	25.00	16.25	1
6234.1	2458117	2.55750	0.2624804564168259	0.2624804564464266	7.50	18.75	1
6234.1	2458117	1.55250	0.2636298038058016	0.2636298038237703	15.00	6.25	1
6234.2	2458117	1.55250	0.2636298038058160	0.2636298038237848	15.00	6.25	1
6234.1	2458117	1.53501	0.2636298038060040	0.2636298038237703	7.50	6.25	1
6234.2	2458117	1.53375	0.2636298038060331	0.2636298038237848	10.00	6.25	1
6234.1	2458117	3.88377	0.2637809587996527	0.2637809588446037	15.01	11.25	1
6234.2	2458117	3.88376	0.2637809587996962	0.2637809588446471	13.76	7.50	1
6234.1	2458117	0.65875	0.2645963483609954	0.2645963483686198	17.50	7.50	1
6234.2	2458117	0.65875	0.2645963483610533	0.2645963483686777	13.75	6.25	1
6234.1	2458117	4.22123	0.2647906541760707	0.2647906542249276	22.50	20.00	1
6234.2	2458117	4.22251	0.2647906541761429	0.2647906542250145	17.51	13.76	1
6234.1	2458117	0.38500	0.2651550789599972	0.2651550789644532	15.00	13.75	1
6234.2	2458117	0.38501	0.2651550789601418	0.2651550789645979	13.75	12.50	1
6234.1	2458117	0.36250	0.2651550789602576	0.2651550789644532	10.00	13.75	1
6234.1	2458117	4.96874	0.2657850466563803	0.2657850467138889	15.00	10.00	1
6234.2	2458117	4.96750	0.2657850466563947	0.2657850467138889	15.00	17.50	1
6234.1	2458117	4.95124	0.2657850466565829	0.2657850467138889	6.25	10.00	1
6234.2	2458117	4.94749	0.2657850466566263	0.2657850467138889	10.00	17.50	1
6234.1	2458117	0.51625	0.2659017096596066	0.2659017096655817	22.50	13.75	1
6234.2	2458117	0.51626	0.2659017096596354	0.2659017096656106	23.75	13.75	1
6234.1	2458117	2.32874	0.2673047340935765	0.2673047341205295	21.25	12.50	1
6234.2	2458117	2.33000	0.2673047340935908	0.2673047341205584	26.25	23.75	1
6234.1	2458117	2.27875	0.2678421059154659	0.2678421059418404	21.25	12.50	1
6234.2	2458117	2.28252	0.2678421059155381	0.2678421059419561	20.00	6.25	1
6234.1	2458117	2.66875	0.2685615399453994	0.2685615399762877	25.00	15.00	1
6234.2	2458117	2.67000	0.2685615399455440	0.2685615399764468	21.25	12.50	1
